title	reserve_percent	audience	director	producer	actor_and_actress	genre	release_date
라스트 갓파더	0.0%	350명	심형래		심형래,하비케이틀,마이클리스폴리,제이슨미웨스,조슬린도나휴	코미디	 www.zero9.co.kr
내 친구의 소원	0.0%	4명	브루스웹		유진번,조쉬볼트	드라마,코미디	 www.prevision.kr
페티쉬	0.0%	0명	손수범		송혜교,아노프리쉬,애쉬나커리	스릴러	2010.11.27
라스트 엑소시즘	0.1%	8명	다니엘스탬		패트릭파비언,애슐리벨	미스터리	 www.exorcism2010.co.kr
브라보! 재즈 라이프	0.0%	0명	남무성		강대관,이판근,조상국,류복성,김수열,이동기,김준	다큐멘터리	2010.12.16
검사외전	0.0%	79,521명	이일형		황정민,강동원	범죄,코미디	2016.02.03
스티브 잡스	0.0%	1,914명	대니보일		마이클패스벤더,케이트윈슬렛,세스로건	드라마	2016.01.21
데드풀	0.0%	80,741명	팀밀러		라이언레이놀즈,모레나바카린,지나카라노,브리아나힐데브란드	액션,어드벤처,,스릴러	2016.02.17
오빠생각 	0.0%	8,237명	이한		임시완,고아성,이희준,이준혁,정준원,이레,탕준상	드라마,전쟁	2016.01.21
스타트렉 비욘드	0.3%	37,815명	저스틴린		크리스파인,사이먼페그,조샐다나,재커리퀸토,칼어번,안톤옐친,존조,이드리스엘바,소피아부텔라	,액션	2016.08.17
내부자들: 디 오리지널	0.0%	13,628명	우민호		이병헌,조승우,백윤식,이경영,김홍파,배성우,조재윤,김대명	범죄,드라마	 www.facebook.com/Showbox.Movie
킬 미 달링	0.0%	153명	마이크반디엠		예론반코닝스부르헤,조지나벨바안	로맨스,코미디,멜로	2016.01.28
극장판 꼬마버스타요의 에이스구출작전	0.0%	831명	류정우			애니메이션	 www.facebook.com/iconix.pororo
옥탑스테이지(김사월) + 히말라야	0.1%	1명	이석훈		황정민,정우,조성하,김인권,라미란,김원해	드라마	 himalaya2015.co.kr
그날의 분위기	0.0%	6,020명	조규장		유연석,문채원	로맨스,멜로,코미디	 gboon.modoo.at
아버지의 초상	0.0%	102명	스테판브리제		뱅상랭동	드라마	2016.01.28
섬, 사라진 사람들	0.0%	822명	이지승		박효주,배성우,이현욱	스릴러	2016.03.03
글로리데이	0.0%	5,452명	최정열		지수,김준면,류준열,김희찬	드라마	2016.03.24
CGV X 세바시스쿨 5가지 사랑의 언어	0.0%	0명					2015.12.22
닌자터틀 : 어둠의 히어로	0.0%	6,668명	데이브그린		메간폭스,스티븐아멜,윌아넷,로라리니,피터플로스잭,앨런리치슨,노엘휘셔,제레미하워드,브라이언티,타일러페리,게리안소니윌리암스,셰이머스	,액션,어드벤처,코미디,환타지	 www.ninjaturtle.co.kr
프랑스 영화처럼	0.0%	109명	신연식		이영란,전지윤,김다솜,정준원,소이,스티브연,신민철	드라마,	2016.01.14
드레스메이커	0.0%	4,654명	조슬린무어하우스		케이트윈슬렛,주디데이비스,리암헴스워스,휴고위빙,사라스누크	드라마	2016.02.11
유스	0.0%	1,810명	파올로소렌티노		마이클케인,하비케이틀,레이첼와이즈,폴다노,제인폰다	드라마	2016.01.07
짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격	0.0%	831명	하시모토마사카즈			애니메이션,코미디,어드벤처	 zzanggu-movie.com
나를 잊지 말아요	0.0%	3,827명	이윤정		정우성,김하늘,배성우,장영남,조이진	드라마	 rememberyou.modoo.at
나비잠	0.0%	903명	정재은		나카야마미호,김재욱	로맨스,멜로	2018.09.06
극장판 뽀잉! 슈퍼변신의 비밀	0.0%	330명	정미화		전태열,홍소영,엄상현,정영웅,박선영	애니메이션	2018.09.20
죄 많은 소녀	0.3%	3,328명	김의석	유승영	전여빈,서영화,고원희	미스터리,드라마	2018.09.13
셜록 놈즈	0.0%	1,105명	존스티븐슨		조니뎁,에밀리블런트,제임스맥어보이	애니메이션,코미디	2018.10.03
린 온 피트	0.0%	494명	앤드류헤이		스티브부세미,클로에세비니,찰리플러머,트라비스핌멜	드라마,어드벤처	2018.09.20
루이스	0.0%	703명	볼프강라우엔슈타인,크리스토프라우엔슈타인		캘럼말로니,더모트마제니스,폴타이랙,이안코핑거	애니메이션	2018.09.20
곰돌이 푸 다시 만나 행복해	0.0%	16,772명	마크포스터		이완맥그리거,헤일리앳웰,짐커밍스,마크거티스	어드벤처	2018.10.03
이다혜의 북클럽 시즌 2-샤이닝	0.1%	12명					2018.08.20
충격과 공포	0.0%	164명	롭라이너		우디해럴슨,밀라요보비치,토미리존스,제임스마스던,제시카비엘	드라마	2018.09.06
원스 어폰 어 타임 인 베니스	0.0%	482명	마크컬렌,롭컬렌		브루스윌리스,제이슨모모아,존굿맨,제시카고메즈	액션,스릴러,코미디	2018.09.06
바니부기-드래곤 에그를 찾아서	0.0%	130명	리양우			애니메이션	2018.09.12
어드리프트-우리가 함께한 바다	0.0%	2,284명	발타자르코루마쿠르		쉐일린우들리,샘클라플린	드라마,로맨스,멜로	2018.09.06
어둔 밤	0.0%	257명	심찬양		송의성,이요셉,심정용,오수경,김상훈,이재원	액션,코미디	2018.09.06
[심보선 시인, 모르는 것을 안다는 것] CGV x 문학과지성사	0.2%	6명					2018.09.13
[펑범한 아이를 공부의 신으로 만든 비법] 이상화 북콘서트	0.0%	0명					2018.08.28
[알면서도 알지 못하는 것들] 김승호 북콘서트	0.2%	6명					2018.08.17
더 게스트	0.0%	425명	미겔앙헬비바스		레이첼니콜스,로라해링	호러,스릴러	2018.09.12
협상	0.0%	43,627명	이종석	이상직	손예진,현빈	범죄	2018.09.19
이스케이프 룸	0.0%	15,050명	애덤로비텔		테일러러셀,로건밀러,제이엘리스,타일러라빈,데보라앤월,닉도다니,요릭밴와게닌젠	호러,액션,스릴러	2019.03.14
이다혜의 북클럽 시즌 2-시 읽는 밤으로 오세요	0.0%	13명					2019.02.25
브라더 오브 더 이어	0.0%	251명	위타야통유용		우랏야세뽀반,써니수완메타논트,닉쿤,마나사폰찬차름	로맨스,가족,코미디,멜로	2019.03.07
돈	0.0%	56,735명	박누리	박민정	류준열,유지태,조우진	범죄	2019.03.20
우상	0.0%	9,566명	이수진	한상현	한석규,설경구,천우희	스릴러	2019.03.20
숲속왕국의 꿀벌 여왕	0.0%	323명	아르나드부롱,안톤크링스		최원형,장은숙,안종덕,전진아,장경희,변종필,박영화,고성일,저스틴롱,케이트마라,케브아담스	애니메이션,어드벤처,코미디	2019.03.14
나는 다른 언어로 꿈을 꾼다	0.0%	359명	에르네스토콘트레라스		페르난도알바레스레베일,호세마누엘폰셀리스,엘리지오메렌데즈,파티마몰리나	드라마	2019.03.07
옷코는 초등학생 사장님!	0.0%	474명	코사카키타로		코바야시세이란,미즈키나나,마츠다사츠미,엔도리나	애니메이션	2019.02.27
루스 베이더 긴즈버그-나는 반대한다	0.0%	1,262명	벳시웨스트,줄리코헨		루스베이더긴즈버그	다큐멘터리	2019.03.28
내가 사는 세상	0.0%	39명	최창환	권현준	곽민규,김시은	드라마	2019.03.07
[CGV X 취업의 神] 취업의 신 취업&이직 특강	0.1%	42명					2019.03.29
살인마 잭의 집	0.0%	936명	라스폰트리에		맷딜런,브루노간츠	호러,드라마,스릴러	2019.02.21
질투의 역사	0.0%	84명	정인봉	강성욱	남규리,오지호,장소연,김승현	드라마,로맨스,멜로	2019.03.14
엔젤페이스	0.0%	163명	바네사필류		마리옹꼬띠아르,앨라인악소이에테익스,알반레누아	드라마	2019.03.14
썬키스 패밀리	0.0%	1,505명	김지혜	정준혁	박희순,진경,황우슬혜,장성범,보라,이고은,정상훈	코미디,가족,로맨스,멜로	2019.03.27
래미의 초특급 시간여행	0.0%	26명	웨이밍황		김경희,이소은,황창영,이슬	애니메이션	2019.02.27
항거-유관순 이야기	0.0%	24,654명	조민호	이정진	고아성,김새벽,김예은,정하담,류경수	드라마	2019.02.27
양지의 그녀	0.0%	1,157명	미키타카히로		마츠모토준,우에노주리	로맨스,다큐멘터리,멜로	2019.03.21
존 윅 3-파라벨룸	0.0%	27,140명	채드스타헬스키		키아누리브스,할리베리,로렌스피시번,이안맥쉐인	액션,스릴러,범죄	2019.06.26
맨 인 블랙-인터내셔널	0.0%	23,192명	게리그레이		크리스헴스워스,테사톰슨,리암니슨	액션,,코미디	2019.06.12
특수본	0.0%	136명	황병국		엄태웅,주원,정진영,성동일,이태임,김정태	액션	 specialbon2011.co.kr 
다슬이	0.0%	3명	박철순		유해정,김송일,주부진,권오진	드라마	2011.11.24
아더 크리스마스	0.0%	73명	배리쿡,사라스미스		빌나이,제임스맥어보이,휴로리,짐브로드벤트	애니메이션,가족	 christmas3d.co.kr
푸치니의 여인	0.0%	0명	파올로벤베누티,파올라바로니		리카르도조슈아모레티,타니아스퀼라리오,페데리카체지	드라마	 blog.naver.com/puccinilady
2011 프로야구 한국시리즈 삼성 vs. SK	0.0%	0명					2011.10.25
오싹한 연애	0.0%	590명	황인호		손예진,이민기	로맨스,멜로	 www.ossak2011.co.kr
완벽한 파트너	0.0%	15명	박헌수		김영호,김혜선,김산호,윤채이	코미디	 www.wanpa2011.kr
퍼펙트 센스	0.2%	20명	데이빗맥켄지		이완맥그리거,에바그린	로맨스,멜로	2011.11.24
2011 프로야구 플레이오프 롯데 VS SK	0.0%	0명					2011.10.16
스트레스를 부르는 그 이름 직장상사	0.1%	7명	세스고든		제이슨베이트먼,찰리데이,제이슨서디키스	코미디	 www.stressboss.kr
틴틴 : 유니콘호의 비밀	0.0%	74명	스티븐스필버그		다니엘크레이그,제이미벨,앤디서키스	어드벤처	 tintin2011.co.kr
2011 일본 멜로영화 기획전	0.0%	0명				드라마,멜로	2011.10.13
고양이 춤	0.0%	5명	윤기형		이용한,윤기형	다큐멘터리	 blog.naver.com/catcat2011 
스파이 파파	0.0%	0명	한승룡		이두일	가족,코미디	 blog.naver.com/manoent33
신들의 전쟁	0.0%	255명	타셈싱		헨리캐빌,미키루크,프리다핀토	액션,환타지	 www.immortalsmovie.co.kr 
돼지의 왕	0.1%	44명	연상호		양익준,오정세,김혜나,박희본,김꽃비	스릴러,애니메이션	 www.studiodadashow.com
2011 프로야구 준프레이오프 SK VS 기아	0.0%	0명					2011.10.08
비기너스	0.0%	7명	마이크밀스		이완맥그리거,크리스토퍼플러머,멜라니로랑	멜로,로맨스	 beginners.kr 
극장판 포켓몬스터 베스트위시 : 비크티니와 백의 영웅 레시라무 	0.0%	51명	유야마쿠니히코			애니메이션,어드벤처	 movie.pokemonkorea.co.kr
극장판 포켓몬스터 베스트위시 : 비크티니와 흑의 영웅 제크로무	0.0%	41명	유야마쿠니히코			애니메이션,어드벤처	 movie.pokemonkorea.co.kr
네버엔딩 스토리	0.0%	57명	정용주		엄태웅,정려원,유선왕유선,박기웅	로맨스,멜로,코미디	 www.neverending2012.co.kr
원스 어게인	0.0%	1명	카를로미라벨라데이비스,크리스답킨스,닉어거스트페르나		글렌한사드,마르게타이글로바	다큐멘터리	 www.facebook.com/once2012
부산국제영화제-무비꼴라쥬 기획전	0.0%	0명				드라마	2011.12.16
페이스 메이커	0.0%	62명	김달중		김명민,안성기,고아라,조희봉	드라마	 www.pacemaker2012.co.kr
스파이 넥스트 도어	0.0%	0명	브라이언레반트		성룡	액션,가족,코미디	 www.spynextdoor2011.kr
내가 사는 피부	0.0%	9명	페드로알모도바르		안토니오반데라스,엘레나아나야,마리사파레데스,블랑카수아레즈	드라마	 blog.naver.com/theskin_2011 
잃어버린 세계를 찾아서 2 : 신비의 섬	0.0%	134명	브래드페이튼		드웨인존슨,마이클케인,조쉬허처슨,바네사허진스	액션,어드벤처	 www.journey2.kr
래빗 홀	0.0%	6명	존캐머런밋첼		니콜키드먼,아론애크하트,다이안위스트	드라마	2011.12.22
히어 앤 데어	0.0%	0명	다코룬구로브		데이비드손톤,미르자나카라노비크	드라마	 blog.naver.com/here_there 
서울독립영화제 2011	0.0%	3명				드라마,애니메이션,단편,다큐멘터리	 www.siff.or.kr
원더풀 라디오	0.0%	195명	권칠인		이민정,이정진,이광수,김정태김태욱,정유미,김해숙	드라마	 wonderfulradio.co.kr
밀레니엄 : 여자를 증오한 남자들	0.1%	124명	데이빗핀처		다니엘크레이그,루니마라,크리스토퍼플러머,로빈라이트	스릴러,드라마	 www.millennium2012.co.kr 
창피해	0.0%	1명	김수현		김효진,김꽃비,김상현,서현진,최민용,우승민	멜로,로맨스	 twitter.com/#!/lovefeel_2011 
양 한 마리, 양 두 마리	0.0%	0명	황철민			드라마	 blog.naver.com/yang1yang2 
다크 아워 	0.0%	40명	크리스고락		에밀허쉬,레이첼테일러	액션,	 www.darkhour2012.co.kr 
악인은 너무 많다	0.0%	0명	김회근		김준배,송지은,권오진,공유석	느와르	2011.12.15
저스트 비트윈 어스	0.0%	0명	라즈코그릭		미키마뇰로비치,보잔나보예크	드라마,코미디	2011.12.03
극장판 테니스의 왕자 : 영국식 테니스성 결전	0.0%	3명	타다슌스케		미나가와쥰코,오키아유료타로,콘도타카유키,츠다켄지로,다이토슌스케,사오토메타이치,이리노미유	애니메이션	 blog.naver.com/earlybird11
진짜로 일어날지도 몰라 기적	0.0%	433명	고레에다히로카즈		마에다코키,마에다오시로,오다기리죠,오오츠카네네,키키키린	드라마	 www.realmiracle.co.kr
우리는 동물원을 샀다	0.0%	50명	카메론크로우		맷데이먼,스칼렛요한슨,엘르패닝	가족,코미디,드라마	 www.weboughtazoo.co.kr 
패신저스	0.0%	20,070명	모튼틸덤		제니퍼로렌스,크리스프랫,마이클쉰,로렌스피시번	어드벤처,	 passengers.kr
로그 원: 스타워즈 스토리	0.0%	30,700명	가렛에드워즈		펠리시티존스,디에고루나,매즈미켈슨,리즈아메드,포레스트휘태커,견자단,강문	액션,어드벤처,환타지,	 www.starwars.co.kr
귀담백경	0.0%	258명	나카무라요시히로,시라이시코지,아사토마리,오하타하지메,이와사와히로키,나이토에이스케		다케우치유코,후지모토이즈미,후치카미야스시,타카다리호	호러	2016.10.19
극장판 프리파라 모두 모여라! 프리즘☆투어즈	0.0%	798명	히시다마사카즈			애니메이션	2016.10.13
인필트레이터:잠입자들	0.0%	369명	브래드퍼맨		브라이언크랜스톤,다이앤크루거	범죄,드라마	2016.10.06
춘몽	0.0%	1,799명	장률		한예리,양익준,박정범,윤종빈,이준동,이주영	드라마	 www.instagram.com/stormpic_kr
어카운턴트	0.0%	3,385명	게빈오코너		벤애플렉,안나켄드릭,시몬스,존번탈	스릴러,액션	2016.10.13
신비한 동물사전	0.0%	107,949명	데이빗예이츠		에디레드메인,콜린파렐,캐서린워터스턴,앨리슨수돌,댄포글러,사만다모튼,젠머레이,페잇그우드블라크로브,에즈라밀러	어드벤처,환타지	2016.11.16
그물	0.0%	2,383명	김기덕		류승범,이원근,김영민,최귀화	드라마	2016.10.06
립반윙클의 신부: 스페셜 에디션	0.1%	78명	이와이슌지		쿠로키하루,아야노고,코코	로맨스,멜로,드라마	2016.09.28
나홀로 휴가	0.0%	113명	조재현		박혁권,윤주,이준혁,김수진	로맨스,멜로	2016.09.22
(스크린영어)500일의 썸머	0.1%	4명	마크웹		조셉고든레빗,주이디샤넬,클로이모레츠	드라마,로맨스,멜로	2016.09.21
바다의 뚜껑	0.0%	124명	도요시마케이스케		키쿠치아키코,미네아즈사	드라마	2016.09.29
충녀	0.0%	14명	김기영		윤여정,전계현,남궁원,김주미,박인찬,이대근,김호정,신종섭	드라마	2016.09.22(재개봉)
세 얼간이 인도판	0.0%	11명	라지쿠마르히라니		아미르칸,마드하반,셔먼조쉬	드라마,코미디	2011.08.17
2016 인디애니페스트	0.0%	12명				애니메이션	2016.09.24
미스터 캣	0.0%	792명	베리소넨필드		케빈스페이시,제니퍼가너,크리스토퍼월켄,말리나와이즈먼	코미디	 www.facebook.com/beetwinfandi
캡틴 판타스틱	0.0%	3,068명	맷로스		비고모텐슨,조지맥케이,사만다이슬러,애너리즈바쏘,니콜라스해밀턴,슈리크룩스,찰리쇼트웰	드라마	 www.facebook.com/ActiversEnt
비틀스 : 에잇 데이즈 어 위크 - 투어링 이어즈	0.0%	752명	론하워드		존레논,폴매카트니,조지해리슨,링고스타	드라마	 thebeatleseightdaysaweek.com
